Date,공급차량수,공급좌석합계수,승차인원수,1인당단가,1인당거리,1좌석당단가,좌석회전율,1키로당단가,승차율,관광,일반,대수송,임시,확정,시발역,종착역,시발종착역,열차운행횟수,1열차당승차인원,외래객입국사유_전체,외래객입국사유_관광,외래객입국사유_상용,외래객입국사유_공융,외래객입국사유_유학연수,외래객입국사유_기타,내국인출입국_전체,공항_인천,공항_김해,공항_김포,공항_제주,공항_기타,항구_부산,항구_인천,항구_제주,항구_기타,인구동태_조출생률(천명당),인구동태_조사망률(천명당),인구동태_자연증가율(천명당),인구동태_합계출산율(명),인구동태_출생성비(명),인구동태_영아사망률(출생아 천명당),인구동태_조혼인율(천명당),인구동태_조이혼율(천명당),인구동태_기대수명(출생시 기대여명),인구동태_기대수명(출생시 기대여명) - 남,인구동태_기대수명(출생시 기대여명) - 여,인구동태_출생아수(명),인구동태_사망자수(명),인구동태_혼인건수(건),인구동태_이혼건수(건),인구동태_자연증가건수(명),경제활동인구_원자료,경제활동인구_전기대비증감,경제활동인구_전년동기대비증감,경제활동인구_이동평균(3기간),  실업률_원자료,  실업률_전기대비증감,  실업률_전년동기대비증감,  실업률_이동평균(3기간),15세이상인구_원자료,15세이상인구_전기대비증감,15세이상인구_전년동기대비증감,15세이상인구_이동평균(3기간),비경제활동인구_원자료,비경제활동인구_전기대비증감,비경제활동인구_전년동기대비증감,비경제활동인구_이동평균(3기간),경제활동참가율_원자료,경제활동참가율_전기대비증감,경제활동참가율_전년동기대비증감,경제활동참가율_이동평균(3기간),고용률_원자료,고용률_전기대비증감,고용률_전년동기대비증감,고용률_이동평균(3기간),총지수_원자료,총지수_전기대비증감,총지수_전년동기대비증감,총지수_이동평균(3기간),    운송장비_원자료,    운송장비_전기대비증감,    운송장비_전년동기대비증감,    운송장비_이동평균(3기간),    개인운송장비 운영_원자료,    개인운송장비 운영_전기대비증감,    개인운송장비 운영_전년동기대비증감,    개인운송장비 운영_이동평균(3기간),      철도 여객수송_원자료,      철도 여객수송_전기대비증감,      철도 여객수송_전년동기대비증감,      철도 여객수송_이동평균(3기간),      도로 여객수송_원자료,      도로 여객수송_전기대비증감,      도로 여객수송_전년동기대비증감,      도로 여객수송_이동평균(3기간),      항공 및 수상여객운송_원자료,      항공 및 수상여객운송_전기대비증감,      항공 및 수상여객운송_전년동기대비증감,      항공 및 수상여객운송_이동평균(3기간),      기타 여객운송_원자료,      기타 여객운송_전기대비증감,      기타 여객운송_전년동기대비증감,      기타 여객운송_이동평균(3기간),소비자심리지수_원자료,소비자심리지수_전기대비증감,소비자심리지수_전년동기대비증감,소비자심리지수_이동평균(3기간),news_count_ktx,news_fare_up,news_fare_down,news_accident,covid_dummy
2018-06-01,28702,1513665,1578531,473260.112,35723.279,493855.3782,14.60121538,185.4713928,9.092705922,0,308,0,1,307,84,84,140,1691,13069.85197,1282093,1055855,13647,4822,19732,188037,2323986,1729473,323154,87770,10816,96967,54290,6964,196,14356,6.191666667,5.758333333,0.333333333,0.952416667,105.4416667,2.758333333,4.875,2.141666667,82.7,79.7,85.7,27235.16667,24901.66667,21468.5,9057.0,2333.5,28161,-23,80,28156,3.7,-0.3,-0.1,3.8,44161,20,237,44163,16000,44,156,16007,63.8,-0.1,-0.1,63.8,61.4,0.1,-0.1,61.3,98.779,-0.2,1.441,98.8,100.846,-0.51,-0.781,100.5,111.73,1.963,8.21,111.1,100.0,0.0,0.0,100.0,92.112,0.0,0.194,92.1,98.223,-1.239,4.336,101.5,96.084,-0.147,1.95,96.1,106.9,-2.7,-5.7,106.2,93,1,21,13,0
2018-07-01,27182,1436244,1394284,446129.3812,33450.53989,433311.8622,12.61763866,173.4159769,7.936062628,0,221,0,7,214,65,65,104,1580,11473.58526,1254833,1030612,14602,5372,17020,187227,2495297,1853908,342418,90681,11793,116296,56159,8795,6,15241,6.15,5.75,0.3,0.9475,105.45,2.75,4.85,2.15,82.7,79.7,85.7,27235.16667,24901.66667,21468.5,9057.0,2333.5,28123,-38,86,28108,3.7,0.0,0.3,3.8,44187,26,241,44186,16064,64,155,16079,63.6,-0.2,-0.2,63.6,61.3,-0.1,-0.3,61.2,98.59,-0.189,1.091,98.9,99.364,-1.482,-1.822,99.8,111.877,0.147,9.88,112.0,100.0,0.0,0.0,100.0,92.112,0.0,0.194,92.1,106.848,8.625,6.157,104.2,96.011,-0.073,1.639,96.0,102.1,-4.8,-10.6,103.0,180,7,22,92,0
2018-08-01,27208,1437556,1402150,452172.721,34005.76723,441134.3964,12.67721766,172.9036804,8.108534173,0,223,0,7,216,65,65,104,1580,11536.80947,1391727,1100711,14347,5196,61752,209721,2519860,1859013,349430,88028,10757,125310,64656,8555,6,14105,6.108333333,5.741666667,0.266666667,0.942583333,105.4583333,2.741666667,4.825,2.158333333,82.7,79.7,85.7,27235.16667,24901.66667,21468.5,9057.0,2333.5,28039,-84,136,28080,4.0,0.3,0.4,3.8,44211,24,244,44212,16172,108,108,16131,63.4,-0.2,-0.1,63.5,60.9,-0.4,-0.3,61.1,99.462,0.872,1.404,99.4,99.224,-0.14,-1.372,99.3,112.496,0.619,9.501,112.5,100.0,0.0,0.0,100.0,92.112,0.0,0.194,92.1,107.599,0.751,5.706,105.3,96.038,0.027,1.638,96.1,100.1,-2.0,-11.2,101.1,79,5,36,15,0
2018-09-01,30004,1585170,1512656,477330.8153,35400.36952,456087.3986,13.36591525,188.7976368,8.26045542,0,267,39,44,184,70,70,112,1758,12052.90014,1278604,1013326,15785,5633,37268,206592,2225756,1676178,295922,79656,9895,89786,50863,6469,36,16951,6.066666667,5.733333333,0.233333333,0.937666667,105.4666667,2.733333333,4.8,2.166666667,82.7,79.7,85.7,27235.16667,24901.66667,21468.5,9057.0,2333.5,28079,40,136,28060,3.6,-0.4,0.3,3.7,44237,26,250,44237,16158,-14,114,16176,63.5,0.1,0.0,63.4,61.2,0.3,-0.2,61.1,100.221,0.759,2.049,99.9,99.364,0.14,-1.562,99.5,113.147,0.651,8.651,113.9,100.0,0.0,0.0,100.0,92.112,0.0,-0.018,92.1,101.489,-6.11,6.626,103.4,96.24,0.202,1.62,96.3,101.0,0.9,-7.9,100.4,73,6,47,20,0
2018-10-01,25824,1364876,1566246,405328.6952,30395.39954,464200.9325,13.76819976,160.0148682,8.504946247,0,247,0,48,199,60,60,96,1512,12428.21463,1527832,1269201,17118,5775,15180,220558,2347876,1727907,331933,92047,11594,106122,56226,7138,326,14583,6.025,5.725,0.2,0.93275,105.475,2.725,4.775,2.175,82.7,79.7,85.7,27235.16667,24901.66667,21468.5,9057.0,2333.5,28063,-16,143,28078,3.5,-0.1,0.3,3.4,44262,25,247,44261,16199,41,104,16183,63.4,-0.1,0.0,63.4,61.2,0.0,-0.2,61.3,100.041,-0.18,1.964,99.9,99.795,0.431,-1.381,99.4,115.993,2.846,9.806,113.9,100.0,0.0,0.0,100.0,92.112,0.0,-0.018,92.2,101.226,-0.263,4.185,100.5,96.496,0.256,1.803,96.5,100.2,-0.8,-10.3,99.3,60,0,12,18,0
2018-11-01,27960,1477340,1776621,435436.7318,32627.05127,523360.0148,15.62942606,173.491122,9.581611185,0,268,0,52,216,65,65,104,1636,14113.05125,1350390,1130709,15389,6359,16243,181690,2295810,1671958,326243,88193,11181,114275,62874,6079,1181,13826,5.983333333,5.716666667,0.166666667,0.927833333,105.4833333,2.716666667,4.75,2.183333333,82.7,79.7,85.7,27235.16667,24901.66667,21468.5,9057.0,2333.5,28092,29,203,27912,3.2,-0.3,0.1,3.4,44284,22,244,44287,16192,-7,41,16375,63.4,0.0,0.1,63.0,61.4,0.2,0.0,60.9,99.33,-0.711,1.983,99.5,99.154,-0.641,-1.442,99.5,112.675,-3.318,5.491,111.5,100.0,0.0,0.0,100.0,92.369,0.257,0.239,92.3,98.918,-2.308,6.035,100.5,96.707,0.211,2.133,96.8,96.6,-3.6,-17.3,98.2,132,3,24,95,0
2018-12-01,30156,1593082,1694698,475642.8158,35863.61428,505678.8413,14.89091457,185.7427114,9.302221442,0,288,0,56,232,70,70,112,1766,13435.66078,1324119,1112381,12965,5331,19162,174280,2495279,1811828,353122,88528,12631,148356,60818,5830,33,14133,5.941666667,5.708333333,0.133333333,0.922916667,105.4916667,2.708333333,4.725,2.191666667,82.7,79.7,85.7,27235.16667,24901.66667,21468.5,9057.0,2333.5,27582,-510,66,27710,3.4,0.2,0.1,3.7,44316,32,256,44306,16733,541,190,16596,62.2,-1.2,-0.3,62.5,60.1,-1.3,-0.3,60.2,98.988,-0.342,1.29,99.1,99.424,0.27,-0.541,99.3,105.725,-6.95,-2.383,106.3,100.0,0.0,0.0,100.0,92.369,0.0,0.239,92.4,101.254,2.336,5.311,100.0,97.119,0.412,2.445,97.2,97.8,1.2,-14.5,97.6,659,10,23,574,0
2019-01-01,25728,1359536,1319758,403632.0813,30393.85834,392063.0793,11.6518632,159.3730387,7.205804625,0,239,0,30,209,60,60,96,1500,10565.44442,1104803,884293,13675,4439,15995,186401,2912331,2117226,403835,99654,15186,195846,60278,5451,25,14830,5.9,5.7,0.1,0.918,105.5,2.7,4.7,2.2,83.3,80.3,86.3,25223.0,24592.5,19929.91667,9235.916667,630.5,27455,-127,223,27562,4.5,1.1,0.8,4.2,44319,3,246,44339,16864,131,24,16777,61.9,-0.3,0.1,62.1,59.2,-0.9,-0.3,59.6,98.884,-0.104,0.778,99.1,99.434,0.01,-1.011,99.4,100.444,-5.281,-8.231,102.0,100.0,0.0,0.0,100.0,92.581,0.212,0.469,92.9,99.837,-1.417,1.727,99.9,97.75,0.631,2.243,97.7,98.5,0.7,-13.1,99.0,75,1,28,7,0
2019-02-01,25668,1356386,1303534,415436.9236,31145.47764,399123.5586,11.5338997,160.0862533,7.307250995,0,212,32,30,150,60,60,96,1490,10501.66985,1201802,907928,13061,3789,64760,212264,2617946,1889599,366124,95195,16362,171737,64564,3521,29,10815,5.85,5.716666667,0.041666667,0.91125,105.4416667,2.683333333,4.658333333,2.191666667,83.3,80.3,86.3,25223.0,24592.5,19929.91667,9235.916667,630.5,27649,194,301,27702,4.7,0.2,0.1,4.5,44382,63,289,44370,16734,-130,-10,16669,62.3,0.4,0.3,62.4,59.4,0.2,0.2,59.7,99.311,0.427,0.456,99.1,99.264,-0.17,-0.831,99.3,99.824,-0.62,-9.46,100.4,100.0,0.0,0.0,100.0,93.731,1.15,1.619,93.9,98.495,-1.342,-1.324,97.6,98.336,0.586,1.556,98.1,100.6,2.1,-9.2,100.0,20,2,8,6,0
2019-03-01,32040,1693270,1748962,490845.4286,37046.18811,507581.7417,15.49766946,198.8208133,9.358321284,0,278,0,30,248,75,75,120,1860,14111.68429,1535641,1251744,16103,5139,45801,216854,2334153,1684173,331861,86736,11235,143546,56859,5427,20,14296,5.8,5.733333333,-0.016666667,0.9045,105.3833333,2.666666667,4.616666667,2.183333333,83.3,80.3,86.3,25223.0,24592.5,19929.91667,9235.916667,630.5,28002,353,191,27978,4.3,-0.4,-0.2,4.5,44409,27,309,44412,16408,-326,119,16434,63.1,0.8,0.0,63.0,60.4,1.0,0.2,60.2,99.121,-0.19,0.37,99.3,99.064,-0.2,-1.862,99.3,100.958,1.134,-8.0,101.5,100.0,0.0,0.0,100.0,95.455,1.724,3.343,95.0,94.375,-4.12,-1.202,96.7,98.345,0.009,2.105,98.3,100.8,0.2,-8.9,101.4,72,0,21,25,0
2019-04-01,25632,1354861,1537327,392676.7814,29692.10134,445529.9198,13.61518977,158.697461,8.228255086,0,223,0,24,199,60,60,96,1488,12398.52618,1635066,1382540,14794,6914,13523,217295,2246417,1624215,308571,85989,12090,130855,58479,10097,66,16055,5.75,5.75,-0.075,0.89775,105.325,2.65,4.575,2.175,83.3,80.3,86.3,25223.0,24592.5,19929.91667,9235.916667,630.5,28284,282,255,28251,4.4,0.1,0.3,4.2,44444,35,322,44438,16160,-248,67,16187,63.6,0.5,0.1,63.6,60.8,0.4,-0.1,60.9,99.481,0.36,0.55,99.4,99.464,0.4,-1.532,99.3,103.635,2.677,-4.683,104.3,100.0,0.0,0.0,100.0,95.791,0.336,3.679,96.0,97.322,2.947,1.849,96.6,98.309,-0.036,1.904,98.3,102.8,2.0,-5.9,100.8,56,3,25,12,0
2019-05-01,27752,1466774,1671525,426757.4199,32206.40279,486521.0397,14.81379923,172.2767525,8.970464583,0,241,0,26,215,65,65,104,1610,13497.79089,1485684,1233562,15020,6457,20702,209943,2401204,1742421,317227,94036,12882,148680,58426,7818,207,19507,5.7,5.766666667,-0.133333333,0.891,105.2666667,2.633333333,4.533333333,2.166666667,83.3,80.3,86.3,25223.0,24592.5,19929.91667,9235.916667,630.5,28468,184,284,28432,4.0,-0.4,0.0,4.1,44460,16,319,44466,15992,-168,36,16034,64.0,0.4,0.1,63.9,61.5,0.7,0.2,61.3,99.652,0.171,0.673,99.5,99.294,-0.17,-2.062,99.3,108.297,4.662,-1.47,107.0,100.0,0.0,0.0,100.0,96.87,1.079,4.758,96.5,98.129,0.807,-1.333,98.3,98.272,-0.037,2.041,98.3,98.9,-3.9,-10.7,100.1,54,0,3,18,0
2019-06-01,29942,1582215,1626322,476775.5854,35612.07753,490017.0675,14.39053997,187.4591015,8.941299857,0,262,0,28,234,70,70,112,1739,13094.7243,1476218,1237840,15006,7327,23818,192227,2495798,1832392,333483,86706,12848,160765,50123,5663,221,13597,5.65,5.783333333,-0.191666667,0.88425,105.2083333,2.616666667,4.491666667,2.158333333,83.3,80.3,86.3,25223.0,24592.5,19929.91667,9235.916667,630.5,28545,77,384,28498,4.0,0.0,0.3,4.0,44495,35,334,44495,15951,-41,-49,15998,64.2,0.2,0.4,64.1,61.6,0.1,0.2,61.5,99.491,-0.161,0.712,99.4,98.994,-0.3,-1.852,99.2,108.927,0.63,-2.803,108.0,100.0,0.0,0.0,100.0,96.914,0.044,4.802,96.9,99.387,1.258,1.164,100.5,98.245,-0.027,2.161,98.2,98.6,-0.3,-8.3,98.1,65,0,31,17,0
2019-07-01,25644,1355060,1331863,423551.4537,31103.59865,415714.8859,11.80213763,163.4469076,7.458725616,0,222,0,24,198,60,60,96,1488,10753.24643,1448067,1218767,14158,6463,19169,189510,2642585,1968903,348276,85434,12403,171440,37189,6155,99,12686,5.6,5.8,-0.25,0.8775,105.15,2.6,4.45,2.15,83.3,80.3,86.3,25223.0,24592.5,19929.91667,9235.916667,630.5,28480,-65,357,28414,3.9,-0.1,0.2,3.6,44530,35,343,44524,16050,99,-14,16110,64.0,-0.2,0.4,63.8,61.5,-0.1,0.2,61.5,99.187,-0.304,0.597,99.4,99.274,0.28,-0.09,99.0,106.816,-2.111,-5.061,107.5,100.0,0.0,0.0,100.0,96.967,0.053,4.855,97.0,104.032,4.645,-2.816,103.9,98.144,-0.101,2.133,98.2,96.9,-1.7,-5.2,96.3,73,6,26,17,0
2019-08-01,29920,1581549,1562505,492046.0552,36736.39474,485952.6432,13.83836637,187.5557286,8.862812139,0,260,0,28,232,70,70,112,1736,12611.35397,1586299,1251764,14575,6388,71128,242444,2427634,1830390,317645,76823,10510,152148,19089,6908,320,13801,5.55,5.816666667,-0.308333333,0.87075,105.0916667,2.583333333,4.408333333,2.141666667,83.3,80.3,86.3,25223.0,24592.5,19929.91667,9235.916667,630.5,28216,-264,177,28328,3.0,-0.9,-1.0,3.3,44546,16,335,44550,16330,280,158,16222,63.3,-0.7,-0.1,63.6,61.4,-0.1,0.5,61.5,99.425,0.238,-0.037,99.5,98.794,-0.48,-0.43,98.8,106.806,-0.01,-5.69,107.3,100.0,0.0,0.0,100.0,96.985,0.018,4.873,97.1,108.359,4.327,0.76,104.3,98.3,0.156,2.262,98.2,93.3,-3.6,-6.8,96.1,85,0,58,14,0
2019-09-01,27808,1469740,1444086,458759.4537,33534.08025,449944.2865,12.77472858,177.8748234,8.029990953,0,226,34,26,166,65,65,104,1616,11621.5958,1459664,1178421,16668,6903,39247,218425,2049830,1586266,257611,71236,8834,98857,10481,5301,59,11185,5.5,5.833333333,-0.366666667,0.864,105.0333333,2.566666667,4.366666667,2.133333333,83.3,80.3,86.3,25223.0,24592.5,19929.91667,9235.916667,630.5,28288,72,209,28292,3.1,0.1,-0.5,3.0,44573,27,336,44573,16285,-45,127,16281,63.5,0.2,0.0,63.5,61.5,0.1,0.3,61.5,99.794,0.369,-0.427,99.8,98.443,-0.351,-0.921,98.6,108.36,1.554,-4.787,108.1,100.0,0.0,0.0,100.0,97.232,0.247,5.12,97.9,100.485,-7.874,-1.004,102.5,98.162,-0.138,1.922,98.2,98.0,4.7,-3.0,97.0,102,1,56,66,0
2019-10-01,25648,1355628,1466501,417076.3908,30608.77388,451066.1178,12.97967835,163.543704,8.088175983,0,222,0,24,198,60,60,96,1488,11826.21581,1656195,1403576,16070,6944,17414,212191,2153847,1647874,276197,75357,11866,108574,11691,7789,44,14455,5.45,5.85,-0.425,0.85725,104.975,2.55,4.325,2.125,83.3,80.3,86.3,25223.0,24592.5,19929.91667,9235.916667,630.5,28373,85,310,28347,3.0,-0.1,-0.5,3.1,44601,28,339,44600,16228,-57,29,16253,63.6,0.1,0.2,63.6,61.7,0.2,0.5,61.6,100.041,0.247,0.0,99.8,98.503,0.06,-1.292,98.1,109.084,0.724,-6.909,108.8,100.0,0.0,0.0,100.0,99.461,2.229,7.349,98.7,98.739,-1.746,-2.487,98.8,98.226,0.064,1.73,98.3,99.7,1.7,-0.5,99.9,297,10,42,256,0
2019-11-01,27862,1473285,1761004,483108.7414,35319.33763,580053.7014,16.81862821,191.5202662,10.35760479,0,241,0,18,223,70,70,112,1609,15439.18475,1456429,1234503,16028,7115,21568,177215,2090192,1595171,275215,74786,9181,102799,14319,4826,80,13815,5.4,5.866666667,-0.483333333,0.8505,104.9166667,2.533333333,4.283333333,2.116666667,83.3,80.3,86.3,25223.0,24592.5,19929.91667,9235.916667,630.5,28380,7,288,28283,3.1,0.1,-0.1,3.2,44625,24,341,44629,16245,17,53,16346,63.6,0.0,0.2,63.4,61.7,0.0,0.3,61.4,99.481,-0.56,0.151,99.7,97.382,-1.121,-1.772,98.0,108.822,-0.262,-3.853,109.1,100.0,0.0,0.0,100.0,99.461,0.0,7.092,99.5,97.266,-1.473,-1.652,97.8,98.565,0.339,1.858,98.5,102.0,2.3,5.4,101.1,612,28,33,566,0
2019-12-01,27660,1461934,1620258,450039.9782,33269.11534,498008.6862,14.40443513,175.9088403,8.989711748,0,238,0,24,214,65,65,104,1606,13115.79621,1456888,1247337,13287,6332,22536,167396,2342310,1788478,317759,79798,10493,109424,17234,4356,46,14722,5.35,5.883333333,-0.541666667,0.84375,104.8583333,2.516666667,4.241666667,2.108333333,83.3,80.3,86.3,25223.0,24592.5,19929.91667,9235.916667,630.5,28095,-285,513,28142,3.4,0.3,0.0,3.5,44661,36,345,44650,16566,321,-167,16508,62.9,-0.7,0.7,63.0,60.8,-0.9,0.7,60.8,99.719,0.238,0.731,99.8,98.183,0.801,-1.241,98.6,109.305,0.483,3.58,109.4,100.0,0.0,0.0,100.0,99.461,0.0,7.092,99.6,97.454,0.188,-3.8,98.6,98.62,0.055,1.501,98.7,101.6,-0.4,3.8,103.0,61,0,23,18,0
2020-01-01,27832,1471118,1448925,456633.9906,33593.55845,449404.5928,12.80246325,176.7376952,8.072650734,0,201,35,0,166,65,65,104,1616,11657.02934,1272708,1030497,13149,5648,20593,202821,2513030,1925217,333111,81131,11459,129178,18930,3350,74,10580,5.3,5.9,-0.6,0.837,104.8,2.5,4.2,2.1,83.5,80.5,86.5,22694.75,25412.33333,17791.83333,8875.0,-2717.583333,27952,-143,497,28013,4.1,0.7,-0.4,3.9,44665,4,346,44675,16713,147,-151,16662,62.6,-0.3,0.7,62.7,60.0,-0.8,0.8,60.3,100.09,0.371,1.206,100.0,100.2,2.017,0.766,100.0,110.15,0.845,9.706,109.6,100.0,0.0,0.0,100.0,99.88,0.419,7.299,99.7,100.99,3.536,1.153,99.0,98.93,0.31,1.18,99.2,105.4,3.8,6.9,101.6,44,1,14,2,0
2020-02-01,27788,1468824,791268,457624.9943,32895.18839,246794.6949,7.009678013,180.9166471,4.344347527,0,217,0,0,217,65,65,104,1612,6387.466491,685212,503976,6957,3499,42065,128715,1046779,844188,112105,36751,2752,31214,11533,1366,70,6800,5.283333333,5.925,-0.641666667,0.834583333,104.825,2.491666667,4.166666667,2.091666667,83.5,80.5,86.5,22694.75,25412.33333,17791.83333,8875.0,-2717.583333,27991,39,342,27911,4.1,0.0,-0.6,4.1,44698,33,316,44692,16708,-5,-26,16781,62.6,0.0,0.3,62.5,60.0,0.0,0.6,59.8,100.16,0.07,0.849,100.1,101.5,1.3,2.236,100.1,109.31,-0.84,9.486,108.1,100.0,0.0,0.0,100.0,99.88,0.0,6.149,99.9,98.69,-2.3,0.195,98.3,99.99,1.06,1.654,99.5,97.9,-7.5,-2.7,94.2,59,1,13,26,0
2020-03-01,27112,1433720,345898,441984.681,31431.96147,105767.6983,3.143820758,182.8336446,1.839246188,0,211,0,0,211,65,65,104,1564,2881.580043,83497,31497,1177,824,14209,35790,143366,115338,7700,6785,154,23,4225,1148,28,7965,5.266666667,5.95,-0.683333333,0.832166667,104.85,2.483333333,4.133333333,2.083333333,83.5,80.5,86.5,22694.75,25412.33333,17791.83333,8875.0,-2717.583333,27789,-202,-213,27838,4.2,0.1,-0.1,4.2,44712,14,303,44712,16923,215,515,16874,62.2,-0.4,-0.9,62.3,59.5,-0.5,-0.9,59.6,99.94,-0.22,0.819,99.9,98.59,-2.91,-0.474,99.6,104.85,-4.46,3.892,103.9,100.0,0.0,0.0,100.0,99.88,0.0,4.425,99.9,95.22,-3.47,0.845,96.4,99.5,-0.49,1.155,99.6,79.3,-18.6,-21.5,82.9,68,6,13,5,1
2020-04-01,23376,1235760,472798,407061.2621,29028.76349,153517.9979,4.547925009,168.3011775,2.680867203,0,193,0,0,193,60,60,96,1352,4157.907407,29415,5135,283,296,7150,16551,31425,19122,37,8,3,2,3510,1066,65,7612,5.25,5.975,-0.725,0.82975,104.875,2.475,4.1,2.075,83.5,80.5,86.5,22694.75,25412.33333,17791.83333,8875.0,-2717.583333,27734,-55,-550,27911,4.2,0.0,-0.2,4.3,44725,13,281,44731,16991,68,831,16821,62.0,-0.2,-1.6,62.4,59.4,-0.1,-1.4,59.7,99.5,-0.44,0.019,99.6,98.58,-0.01,-0.884,98.7,97.65,-7.2,-5.985,98.5,100.0,0.0,0.0,100.0,99.88,0.0,4.089,99.9,95.33,0.11,-1.992,95.3,99.36,-0.14,1.051,99.4,71.5,-7.8,-31.3,76.4,35,1,6,7,1
2020-05-01,29220,1544910,917668,514738.0448,37162.9673,303250.9567,8.860834565,207.8099421,5.357667887,0,244,0,0,244,75,75,120,1690,8100.693837,30806,6111,435,253,2192,21815,37802,24535,9,22,25,1,3800,1239,78,8093,5.233333333,6.0,-0.766666667,0.827333333,104.9,2.466666667,4.066666667,2.066666667,83.5,80.5,86.5,22694.75,25412.33333,17791.83333,8875.0,-2717.583333,28209,475,-259,28075,4.5,0.3,0.5,4.3,44756,31,296,44752,16548,-443,556,16677,63.0,1.0,-1.0,62.7,60.2,0.8,-1.3,60.0,99.44,-0.06,-0.212,99.6,98.84,0.26,-0.454,98.8,93.02,-4.63,-15.277,95.6,100.0,0.0,0.0,100.0,99.88,0.0,3.01,99.9,95.31,-0.02,-2.819,95.5,99.32,-0.04,1.048,99.3,78.4,6.9,-20.5,77.5,34,0,1,7,1
2020-06-01,24996,1321745,835542,407427.9596,29426.19592,256175.0852,7.577146325,166.1537454,4.525028795,0,195,0,0,195,60,60,96,1442,6944.925128,36938,9744,604,510,1860,24220,48353,35740,21,50,26,40,3419,1092,100,7865,5.216666667,6.025,-0.808333333,0.824916667,104.925,2.458333333,4.033333333,2.058333333,83.5,80.5,86.5,22694.75,25412.33333,17791.83333,8875.0,-2717.583333,28283,74,-262,28245,4.3,-0.2,0.3,4.3,44775,19,280,44775,16492,-56,541,16530,63.2,0.2,-1.0,63.1,60.4,0.2,-1.2,60.4,99.71,0.27,0.219,99.6,98.88,0.04,-0.114,99.6,96.13,3.11,-12.797,95.9,100.0,0.0,0.0,100.0,99.88,0.0,2.966,99.9,95.71,0.4,-3.677,97.1,99.32,0.0,1.075,99.4,82.7,4.3,-15.9,82.1,45,0,26,0,1
2020-07-01,27652,1462160,1003247,435848.2273,32561.37292,298510.1111,8.927601201,174.0694296,5.443215564,0,206,0,0,206,65,65,104,1594,8188.791116,61012,12732,827,1298,1511,44644,65936,52040,46,42,151,31,3669,1124,90,8743,5.2,6.05,-0.85,0.8225,104.95,2.45,4.0,2.05,83.5,80.5,86.5,22694.75,25412.33333,17791.83333,8875.0,-2717.583333,28244,-39,-236,28159,4.0,-0.3,0.1,3.8,44795,20,265,44794,16551,59,501,16636,63.1,-0.1,-0.9,62.9,60.5,0.1,-1.0,60.4,99.63,-0.08,0.443,99.8,101.02,2.14,1.746,100.2,98.59,2.46,-8.226,97.9,100.0,0.0,0.0,100.0,100.08,0.2,3.113,100.0,100.4,4.69,-3.632,102.0,99.54,0.22,1.396,99.5,85.1,2.4,-11.8,85.6,46,0,35,2,1
2020-08-01,29804,1576054,941530,469927.116,35258.31751,281726.7424,8.368158993,186.8124905,5.190752167,0,229,0,0,229,70,70,112,1718,7676.387361,68797,8634,1187,1112,13719,44145,88888,75915,0,17,343,35,3555,1327,53,7643,5.183333333,6.075,-0.891666667,0.820083333,104.975,2.441666667,3.966666667,2.041666667,83.5,80.5,86.5,22694.75,25412.33333,17791.83333,8875.0,-2717.583333,27949,-295,-267,28068,3.1,-0.9,0.1,3.6,44813,18,267,44812,16864,313,534,16744,62.4,-0.7,-0.9,62.7,60.4,-0.1,-1.0,60.4,100.19,0.56,0.765,100.2,100.76,-0.26,1.966,100.7,98.86,0.27,-7.946,98.7,100.0,0.0,0.0,100.0,100.08,0.0,3.095,100.1,109.78,9.38,1.421,104.1,99.56,0.02,1.26,99.8,89.1,4.0,-4.2,84.8,47,0,28,7,1
2020-09-01,25536,1350836,579649,388514.6125,27830.94791,166186.5248,5.15426336,167.5610303,2.905888213,0,196,0,0,196,60,60,96,1472,4729.820333,65040,10619,1066,815,7889,44651,76798,63425,0,8,405,60,3487,1417,94,7902,5.166666667,6.1,-0.933333333,0.817666667,105.0,2.433333333,3.933333333,2.033333333,83.5,80.5,86.5,22694.75,25412.33333,17791.83333,8875.0,-2717.583333,28012,63,-276,28026,3.6,0.5,0.5,3.5,44829,16,256,44831,16817,-47,532,16806,62.5,0.1,-1.0,62.5,60.3,-0.1,-1.2,60.4,100.74,0.55,0.946,100.4,100.27,-0.49,1.827,100.6,98.51,-0.35,-9.85,98.3,100.0,0.0,0.0,100.0,100.13,0.05,2.898,100.1,102.21,-7.57,1.725,104.5,100.35,0.79,2.188,100.4,80.3,-8.8,-17.7,87.3,71,7,38,15,1
2020-10-01,29840,1578212,958859,476109.7825,34210.71592,286947.1697,8.513275644,194.7802483,5.05248298,0,213,33,0,180,70,70,112,1720,7811.216023,61585,11119,1265,681,2117,46403,71970,56794,103,44,550,118,3640,1571,644,8506,5.15,6.125,-0.975,0.81525,105.025,2.425,3.9,2.025,83.5,80.5,86.5,22694.75,25412.33333,17791.83333,8875.0,-2717.583333,28116,104,-257,28112,3.7,0.1,0.7,3.6,44852,23,251,44855,16736,-81,508,16743,62.7,0.2,-0.9,62.7,60.4,0.1,-1.3,60.5,100.18,-0.56,0.139,100.3,100.76,0.49,2.257,100.5,97.48,-1.03,-11.604,97.5,100.0,0.0,0.0,100.0,100.13,0.0,0.669,100.1,101.5,-0.71,2.761,101.7,101.24,0.89,3.014,100.9,92.6,12.3,-7.1,90.6,44,3,15,7,1
