Date,전체주중주말,주운행선,공급차량수,공급좌석합계수,승차인원수,1인당단가,1인당거리,1좌석당단가,좌석회전율,1키로당단가,승차율,관광,일반,대수송,임시,확정,시발역,종착역,시발종착역,열차운행횟수,1열차당승차인원,인구동태_출생아수(명),인구동태_사망자수(명),인구동태_자연증가건수(명),인구동태_조출생률(천명당),인구동태_조사망률(천명당),인구동태_자연증가율(천명당),인구동태_합계출산율(명),인구동태_출생성비(명),인구동태_영아사망률(출생아 천명당),인구동태_혼인건수(건),인구동태_조혼인율(천명당),인구동태_이혼건수(건),인구동태_조이혼율(천명당),인구동태_기대수명(출생시 기대여명),인구동태_기대수명(출생시 기대여명) - 남,인구동태_기대수명(출생시 기대여명) - 여,출국교통_계,출국교통_공항,출국교통_공항.1,출국교통_공항.2,출국교통_공항.3,출국교통_공항.4,출국교통_항구,출국교통_항구.1,출국교통_항구.2,출국교통_항구.3,입국목적_외래객입국사유_전체,입국목적_외래객입국사유_관광,입국목적_외래객입국사유_상용,입국목적_외래객입국사유_공융,입국목적_외래객입국사유_유학연수,입국목적_외래객입국사유_기타,CPI_총지수_원자료,CPI_총지수_전기대비증감,CPI_총지수_전년동기대비증감,CPI_총지수_이동평균(3기간),CPI_운송장비_원자료,CPI_운송장비_전기대비증감,CPI_운송장비_전년동기대비증감,CPI_운송장비_이동평균(3기간),CPI_개인운송장비 운영_원자료,CPI_개인운송장비 운영_전기대비증감,CPI_개인운송장비 운영_전년동기대비증감,CPI_개인운송장비 운영_이동평균(3기간),CPI_철도 여객수송_원자료,CPI_철도 여객수송_전기대비증감,CPI_철도 여객수송_전년동기대비증감,CPI_철도 여객수송_이동평균(3기간),CPI_도로 여객수송_원자료,CPI_도로 여객수송_전기대비증감,CPI_도로 여객수송_전년동기대비증감,CPI_도로 여객수송_이동평균(3기간),CPI_항공 및 수상여객운송_원자료,CPI_항공 및 수상여객운송_전기대비증감,CPI_항공 및 수상여객운송_전년동기대비증감,CPI_항공 및 수상여객운송_이동평균(3기간),CPI_기타 여객운송_원자료,CPI_기타 여객운송_전기대비증감,CPI_기타 여객운송_전년동기대비증감,CPI_기타 여객운송_이동평균(3기간),CCS_소비자심리지수_원자료,CCS_소비자심리지수_전기대비증감,CCS_소비자심리지수_전년동기대비증감,CCS_소비자심리지수_이동평균(3기간),경제활동_경제활동인구_원자료,경제활동_경제활동인구_전기대비증감,경제활동_경제활동인구_전년동기대비증감,경제활동_경제활동인구_이동평균(3기간),경제활동_실업률_원자료,경제활동_실업률_전기대비증감,경제활동_실업률_전년동기대비증감,경제활동_실업률_이동평균(3기간),경제활동_15세이상인구_원자료,경제활동_15세이상인구_전기대비증감,경제활동_15세이상인구_전년동기대비증감,경제활동_15세이상인구_이동평균(3기간),경제활동_비경제활동인구_원자료,경제활동_비경제활동인구_전기대비증감,경제활동_비경제활동인구_전년동기대비증감,경제활동_비경제활동인구_이동평균(3기간),경제활동_경제활동참가율_원자료,경제활동_경제활동참가율_전기대비증감,경제활동_경제활동참가율_전년동기대비증감,경제활동_경제활동참가율_이동평균(3기간),경제활동_고용률_원자료,경제활동_고용률_전기대비증감,경제활동_고용률_전년동기대비증감,경제활동_고용률_이동평균(3기간),sentiment_score,log_total_count
2022-05-01,주말,경부선,27860,1474700,1618490,426084.4044886748,31204.517841057743,467508.3566829403,14.269076969438824,177.52864644606333,8.360157120740118,0,208,0,0,208,65,65,104,1620,12989.187916026623,249186.0,372939.0,-123753.0,4.9,7.3,-2.4,0.778,104.7,2.3,191690.0,3.7,93232.0,1.8,82.7,79.9,85.6,315945.0,298178.0,3418.0,924.0,0.0,243.0,3231.0,1862.0,934.0,7155.0,175922.0,89179.0,4926.0,3088.0,4854.0,73875.0,107.5,0.67,5.45,107.5,104.57,0.71,3.43,104.5,135.16,0.64,27.03,137.3,100.0,0.0,0.0,100.0,100.28,0.0,-0.13,100.3,122.6,4.06,17.14,122.6,111.19,0.17,6.25,111.5,103.2,-1.2,-2.5,101.4,29374.0,432.0,676.0,29227.0,3.0,0.0,-1.0,3.0,45245.0,12.0,196.0,45242.0,15871.0,-420.0,-480.0,16015.0,64.9,0.9,1.2,64.6,63.0,0.9,1.8,62.7,0.119047619047619,3.737669618283368
2022-06-01,주말,경부선,25728,1361792,1429347,398865.3141301157,29271.91745921173,418243.0298701669,12.596203163425638,163.5448087346286,7.493711997979196,0,189,0,0,189,60,60,96,1496,11466.111495135689,249186.0,372939.0,-123753.0,4.9,7.3,-2.4,0.778,104.7,2.3,191690.0,3.7,93232.0,1.8,82.7,79.9,85.6,412798.0,389640.0,7835.0,1171.0,459.0,2010.0,3105.0,1505.0,9.0,7064.0,227713.0,133883.0,6674.0,2662.0,7215.0,77279.0,108.21,0.71,6.16,108.1,105.06,0.49,3.89,105.0,142.17,7.01,32.32,139.7,100.0,0.0,0.0,100.0,100.28,0.0,0.04,100.3,126.53,3.93,20.7,127.5,112.43,1.24,7.14,112.1,96.7,-6.5,-14.4,95.3,29366.0,-8.0,636.0,29350.0,3.0,0.0,-0.8,3.0,45249.0,4.0,181.0,45251.0,15882.0,11.0,-457.0,15900.0,64.9,0.0,1.2,64.9,62.9,-0.1,1.6,62.9,0.0789473684210526,3.6375861597263857
2022-07-01,주말,경부선,32142,1701347,1702185,506509.4003462171,37265.532348087785,506633.6222401064,15.01296847513152,203.9382782172365,9.102509368472694,0,255,0,0,255,75,75,120,1869,13666.032879372571,249186.0,372939.0,-123753.0,4.9,7.3,-2.4,0.778,104.7,2.3,191690.0,3.7,93232.0,1.8,82.7,79.9,85.6,674022.0,604879.0,42841.0,4183.0,1015.0,8962.0,3326.0,1783.0,11.0,7022.0,263986.0,153171.0,8265.0,3986.0,10235.0,88329.0,108.73,0.52,6.47,108.5,105.41,0.35,3.97,105.4,141.79,-0.38,29.25,137.8,100.0,0.0,0.0,100.0,100.28,0.0,-0.19,100.3,133.22,6.69,22.39,132.1,112.69,0.26,6.89,112.6,85.9,-10.8,-17.7,90.4,29311.0,-55.0,743.0,29234.0,2.9,-0.1,-0.3,2.7,45258.0,9.0,168.0,45259.0,15947.0,65.0,-575.0,16025.0,64.8,-0.1,1.4,64.6,62.9,0.0,1.6,62.9,-0.1444444444444444,4.499809670330265
2022-08-01,주말,경부선,25512,1350332,1334406,410843.9822664844,30349.43421941212,405446.8156221656,11.86209035793259,162.47375831796472,7.311270863664661,0,208,0,0,208,60,60,96,1484,10793.453398373984,249186.0,372939.0,-123753.0,4.9,7.3,-2.4,0.778,104.7,2.3,191690.0,3.7,93232.0,1.8,82.7,79.9,85.6,702153.0,622840.0,47261.0,9141.0,1171.0,9600.0,3533.0,1668.0,2.0,6937.0,310945.0,159128.0,7900.0,3607.0,44854.0,95456.0,108.63,-0.1,5.88,108.7,105.59,0.18,4.09,105.6,129.52,-12.27,15.49,132.6,100.0,0.0,0.0,100.0,100.28,0.0,-0.19,100.3,136.53,3.31,22.5,131.7,112.69,0.0,6.39,112.8,88.7,2.8,-14.2,88.7,29025.0,-286.0,679.0,29143.0,2.1,-0.8,-0.5,2.5,45270.0,12.0,166.0,45271.0,16246.0,299.0,-512.0,16128.0,64.1,-0.7,1.3,64.4,62.8,-0.1,1.6,62.8,-0.1447368421052631,4.330733340286331
2022-09-01,주말,경부선,27698,1466167,1515904,437384.7527884635,31658.2854025478,451289.1523066324,13.44504039759468,179.59338706643013,7.979562288852375,0,199,42,0,157,65,65,104,1611,12236.03343089431,249186.0,372939.0,-123753.0,4.9,7.3,-2.4,0.778,104.7,2.3,191690.0,3.7,93232.0,1.8,82.7,79.9,85.6,619954.0,559691.0,37030.0,8724.0,664.0,2666.0,2682.0,1310.0,2.0,7185.0,337638.0,213310.0,8528.0,3589.0,21701.0,90510.0,108.82,0.19,5.65,108.9,105.67,0.08,4.4,106.1,126.37,-3.15,12.67,126.9,100.0,0.0,0.0,100.0,100.28,0.0,-0.19,100.3,125.35,-11.18,17.25,128.8,113.0,0.31,5.71,112.9,91.5,2.8,-12.7,89.7,29093.0,68.0,654.0,29076.0,2.4,0.3,-0.3,2.3,45284.0,14.0,160.0,45285.0,16191.0,-55.0,-494.0,16210.0,64.2,0.1,1.2,64.2,62.7,-0.1,1.4,62.7,-0.2666666666666666,4.31748811353631
2022-10-01,주말,경부선,29992,1587484,1870696,470337.0544185464,34491.91231485552,553504.1034092066,16.498122133435555,190.91087835802404,9.908397769797256,0,240,0,6,234,70,70,112,1744,15017.308547283546,249186.0,372939.0,-123753.0,4.9,7.3,-2.4,0.778,104.7,2.3,191690.0,3.7,93232.0,1.8,82.7,79.9,85.6,773480.0,668885.0,71579.0,15826.0,799.0,3553.0,3494.0,1762.0,78.0,7504.0,476097.0,360862.0,9314.0,3660.0,3924.0,98337.0,109.16,0.34,5.81,109.0,107.0,1.33,4.56,106.6,124.91,-1.46,8.4,125.5,100.0,0.0,0.0,100.0,100.23,-0.05,-0.24,100.4,124.45,-0.9,19.34,123.3,112.97,-0.03,5.28,113.0,88.8,-2.7,-18.6,88.9,29110.0,17.0,582.0,29097.0,2.4,0.0,-0.4,2.4,45302.0,18.0,154.0,45301.0,16192.0,1.0,-428.0,16205.0,64.3,0.1,1.1,64.2,62.7,0.0,1.3,62.7,-0.5137614678899083,4.691347882229144
2022-11-01,주말,경부선,25512,1350332,1654162,402934.2038728427,29429.577852988547,493604.9249336906,14.700859904163607,164.29551083341946,8.801991476,0,197,0,0,197,60,60,96,1484,13376.639609756096,249186.0,372939.0,-123753.0,4.9,7.3,-2.4,0.778,104.7,2.3,191690.0,3.7,93232.0,1.8,82.7,79.9,85.6,1041431.0,848800.0,126419.0,35388.0,3779.0,13007.0,3687.0,1795.0,45.0,8511.0,459906.0,341686.0,9855.0,4750.0,6313.0,97302.0,109.07,-0.09,5.2,109.2,107.18,0.18,4.61,106.8,125.18,0.27,4.45,123.6,100.0,0.0,0.0,100.0,100.68,0.45,0.21,100.6,120.17,-4.28,13.28,122.5,112.89,-0.08,4.92,113.0,86.4,-2.4,-21.9,88.4,29087.0,-23.0,559.0,28957.0,2.3,-0.1,-0.3,2.6,45318.0,16.0,137.0,45317.0,16231.0,39.0,-422.0,16360.0,64.2,-0.1,1.1,63.9,62.7,0.0,1.2,62.2,-0.6844919786096256,5.231108616854587
2022-12-01,주말,경부선,30136,1595248,1767526,473014.1830667796,34519.30057197407,524016.2678484551,15.526452266810027,191.8647160046233,9.330321605594172,0,247,0,10,237,70,70,112,1752,14136.435717595425,249186.0,372939.0,-123753.0,4.9,7.3,-2.4,0.778,104.7,2.3,191690.0,3.7,93232.0,1.8,82.7,79.9,85.6,1393343.0,1107665.0,192723.0,39415.0,5497.0,33407.0,5760.0,1897.0,54.0,6925.0,539273.0,434305.0,6920.0,3702.0,9988.0,84358.0,109.26,0.19,5.22,109.5,106.23,-0.95,2.93,106.5,120.82,-4.36,4.9,121.7,100.0,0.0,0.0,100.0,101.02,0.34,0.36,101.1,122.87,2.7,12.45,122.1,113.06,0.17,4.59,113.1,90.0,3.6,-14.4,89.0,28674.0,-413.0,396.0,28716.0,3.0,0.7,-0.5,3.0,45332.0,14.0,126.0,45334.0,16658.0,427.0,-271.0,16618.0,63.3,-0.9,0.7,63.4,61.3,-1.4,0.9,61.4,-0.592964824120603,5.293304824724492
2023-01-01,주말,경부선,27806,1471835,1509485,449526.9888846773,32709.06061172599,460706.0274498103,13.33316974645668,178.6700898666796,8.183884433596967,0,205,42,4,159,65,65,104,1617,12136.048355931118,230028.0,352511.0,-122483.0,4.5,6.9,-2.4,0.721,105.1,2.5,193657.0,3.8,92394.0,1.8,83.5,80.6,86.4,1782313.0,1406230.0,242040.0,55070.0,6860.0,55102.0,9016.0,1408.0,26.0,6561.0,434429.0,312847.0,7645.0,4145.0,13674.0,96118.0,110.07,0.81,5.22,109.9,106.2,-0.03,2.17,105.8,119.03,-1.79,3.73,119.2,100.0,0.0,0.0,100.0,101.61,0.59,0.73,101.9,123.23,0.36,11.41,122.1,113.33,0.27,3.34,113.4,90.6,0.6,-14.4,90.2,28387.0,-287.0,291.0,28555.0,3.6,0.6,-0.5,3.2,45352.0,20.0,152.0,45346.0,16965.0,307.0,-139.0,16791.0,62.6,-0.7,0.4,63.0,60.3,-1.0,0.7,60.9,-0.1285714285714285,4.248495242049359
2023-02-01,주말,경부선,25512,1350394,1553840,403359.8234388613,29721.67158580572,463998.1469070136,13.810670776232962,162.86677853138863,8.351944362419147,0,189,0,0,189,60,60,96,1484,12567.14081300813,230028.0,352511.0,-122483.0,4.5,6.9,-2.4,0.721,105.1,2.5,193657.0,3.8,92394.0,1.8,83.5,80.6,86.4,1724880.0,1336568.0,239658.0,55525.0,9064.0,62230.0,13354.0,1395.0,16.0,7070.0,479248.0,319098.0,7383.0,3165.0,53111.0,96491.0,110.33,0.26,4.91,110.3,105.07,-1.13,0.9,105.4,117.63,-1.4,-1.36,117.8,100.0,0.0,0.0,100.0,102.96,1.35,2.08,102.5,120.11,-3.12,8.77,120.6,113.92,0.59,3.37,113.8,90.0,-0.6,-13.6,90.8,28604.0,217.0,248.0,28685.0,3.1,-0.5,-0.3,3.2,45355.0,3.0,142.0,45358.0,16751.0,-214.0,-106.0,16673.0,63.1,0.5,0.4,63.3,61.1,0.8,0.5,61.2,-0.6666666666666666,3.80666248977032
2023-03-01,주말,경부선,27626,1462223,1633388,426944.66053211095,31255.80978494384,476602.8588716999,14.526602344553366,177.58219149696367,8.521553686673656,0,211,0,0,211,65,65,104,1607,13217.636032520326,230028.0,352511.0,-122483.0,4.5,6.9,-2.4,0.721,105.1,2.5,193657.0,3.8,92394.0,1.8,83.5,80.6,86.4,1472193.0,1142910.0,199184.0,55771.0,5619.0,46627.0,12932.0,1825.0,54.0,7271.0,800575.0,627681.0,10543.0,4719.0,30743.0,126889.0,110.52,0.19,4.42,110.5,104.99,-0.08,0.75,105.2,116.73,-0.9,-13.82,117.6,100.0,0.0,0.0,100.0,102.96,0.0,2.08,103.0,118.59,-1.52,4.9,117.8,114.17,0.25,3.79,114.3,91.9,1.9,-11.9,92.3,29063.0,459.0,436.0,28968.0,2.9,-0.2,-0.1,2.9,45367.0,12.0,148.0,45365.0,16304.0,-447.0,-288.0,16397.0,64.1,1.0,0.8,63.9,62.2,1.1,0.8,62.0,-0.1558441558441558,4.343805421853684
2023-04-01,주말,경부선,29776,1576024,1831775,468841.8520840393,34360.22784929453,544505.5476340114,16.27500284089381,191.0271083765072,9.745436850474492,0,220,0,0,220,70,70,112,1732,14809.17261788618,230028.0,352511.0,-122483.0,4.5,6.9,-2.4,0.721,105.1,2.5,193657.0,3.8,92394.0,1.8,83.5,80.6,86.4,1497105.0,1184035.0,182366.0,60906.0,6529.0,38651.0,15526.0,1870.0,17.0,7205.0,888776.0,736870.0,9945.0,5603.0,6461.0,129897.0,110.77,0.25,3.94,110.8,105.51,0.52,1.65,105.4,118.52,1.79,-16.0,117.8,100.0,0.0,0.0,100.0,102.96,0.0,2.68,103.0,114.84,-3.75,-3.7,115.7,114.8,0.63,3.78,114.6,95.1,3.2,-9.3,95.0,29236.0,173.0,294.0,29307.0,2.8,-0.1,-0.2,2.8,45372.0,5.0,139.0,45373.0,16135.0,-169.0,-156.0,16065.0,64.4,0.3,0.4,64.6,62.7,0.5,0.6,62.8,-0.1509433962264151,3.970291913552122
2023-05-01,주말,경부선,25512,1350332,1611120,404207.2782819125,29764.467495013498,481505.5167547422,14.31913861461718,162.98372562322734,8.656263564590153,0,188,0,0,188,60,60,96,1484,13029.26868292683,230028.0,352511.0,-122483.0,4.5,6.9,-2.4,0.721,105.1,2.5,193657.0,3.8,92394.0,1.8,83.5,80.6,86.4,1683022.0,1340306.0,193001.0,68612.0,6417.0,44789.0,20331.0,2238.0,10.0,7318.0,867130.0,691789.0,11518.0,6162.0,15265.0,142396.0,111.13,0.36,3.63,111.0,105.56,0.05,0.99,105.4,118.03,-0.49,-17.13,117.0,100.0,0.0,0.0,100.0,102.96,0.0,2.68,103.2,113.62,-1.22,-8.98,114.2,114.83,0.03,3.64,114.8,98.1,3.0,-5.1,98.0,29623.0,387.0,249.0,29492.0,2.7,-0.1,-0.3,2.7,45379.0,7.0,134.0,45378.0,15756.0,-379.0,-115.0,15885.0,65.3,0.9,0.4,65.0,63.5,0.8,0.5,63.2,0.4102564102564102,3.6635616461296463
2023-06-01,주말,경부선,27626,1462285,1678704,438168.6043171657,31972.98219868573,502554.3092014336,14.925069530253994,178.16104575102855,8.954923283384955,0,221,0,0,221,65,65,104,1607,13580.946341463416,230028.0,352511.0,-122483.0,4.5,6.9,-2.4,0.721,105.1,2.5,193657.0,3.8,92394.0,1.8,83.5,80.6,86.4,1771962.0,1395722.0,198457.0,66859.0,6398.0,60022.0,28027.0,1781.0,202.0,14494.0,960638.0,789269.0,9819.0,5513.0,16299.0,139738.0,111.16,0.03,2.95,111.2,105.06,-0.5,0.0,105.6,114.51,-3.52,-27.66,115.5,100.0,0.0,0.0,100.0,103.72,0.76,3.44,104.4,114.02,0.4,-12.51,115.1,114.88,0.05,2.45,114.9,100.8,2.7,4.1,100.8,29618.0,-5.0,252.0,29578.0,2.7,0.0,-0.3,2.7,45383.0,4.0,134.0,45387.0,15765.0,9.0,-117.0,15809.0,65.3,0.0,0.4,65.2,63.5,0.0,0.6,63.4,-0.4885496183206106,4.875197323201151
2023-07-01,주말,경부선,29344,1553104,1688805,481917.6657077701,34911.90435555601,523491.53446216206,15.22389210276213,193.3015200825327,9.269144754470585,0,222,0,0,222,70,70,112,1708,13842.368325856614,230028.0,352511.0,-122483.0,4.5,6.9,-2.4,0.721,105.1,2.5,193657.0,3.8,92394.0,1.8,83.5,80.6,86.4,2153857.0,1691737.0,246590.0,74734.0,7646.0,89816.0,33505.0,1948.0,0.0,7881.0,1032188.0,853340.0,10328.0,6730.0,18504.0,143286.0,111.29,0.13,2.56,111.6,106.06,1.0,0.65,105.7,114.0,-0.51,-27.79,116.3,100.0,0.0,0.0,100.0,106.64,2.92,6.36,107.3,117.79,3.77,-15.43,117.8,115.1,0.22,2.41,115.1,103.5,2.7,17.6,102.6,29493.0,-125.0,182.0,29454.0,2.7,0.0,-0.2,2.5,45399.0,16.0,141.0,45399.0,15907.0,142.0,-40.0,15945.0,65.0,-0.3,0.2,64.9,63.2,-0.3,0.3,63.3,-0.5263157894736842,4.890349128221754
2023-08-01,주말,경부선,25512,1350332,1519750,415866.5953471274,30514.13374544276,467634.039916684,13.509209781491643,163.56283029798317,8.377445100001847,0,191,0,0,191,60,60,96,1484,12292.206959349594,230028.0,352511.0,-122483.0,4.5,6.9,-2.4,0.721,105.1,2.5,193657.0,3.8,92394.0,1.8,83.5,80.6,86.4,2093236.0,1636944.0,237485.0,71986.0,6602.0,96737.0,33806.0,1965.0,1.0,7710.0,1089133.0,839458.0,10270.0,5354.0,70603.0,163448.0,112.28,0.99,3.65,112.1,106.04,-0.02,0.45,105.9,120.34,6.34,-9.18,119.2,100.0,0.0,0.0,100.0,111.65,5.01,11.37,110.1,121.55,3.76,-14.98,118.7,115.17,0.07,2.48,115.2,103.4,-0.1,14.7,102.2,29251.0,-242.0,226.0,29368.0,2.0,-0.7,-0.1,2.3,45415.0,16.0,145.0,45415.0,16163.0,256.0,-83.0,16047.0,64.4,-0.6,0.3,64.7,63.1,-0.1,0.3,63.2,0.0423728813559322,4.770684624465665
2023-09-01,주말,경부선,29016,1532930,1730278,474761.7007550588,34312.03005594916,539398.9856030515,15.944945941657178,193.75894551538852,9.515121456,0,242,26,1,215,70,70,112,1732,14167.654575816656,230028.0,352511.0,-122483.0,4.5,6.9,-2.4,0.721,105.1,2.5,193657.0,3.8,92394.0,1.8,83.5,80.6,86.4,2017157.0,1588497.0,219042.0,77079.0,6732.0,86043.0,29550.0,2375.0,53.0,7786.0,1098034.0,901891.0,9753.0,6385.0,34234.0,145771.0,112.85,0.57,4.03,112.8,105.53,-0.51,-0.14,106.6,123.33,2.99,-3.04,122.8,100.0,0.0,0.0,101.7,111.91,0.26,11.63,112.5,116.88,-4.67,-8.47,119.7,115.25,0.08,2.25,115.3,99.8,-3.6,8.3,100.5,29359.0,108.0,266.0,29333.0,2.3,0.3,-0.1,2.1,45431.0,16.0,147.0,45433.0,16071.0,-92.0,-120.0,16099.0,64.6,0.2,0.4,64.6,63.2,0.1,0.5,63.2,-0.6369047619047619,6.222576268071369
2023-10-01,주말,경부선,28494,1504603,1823506,444628.6245647539,32310.056834082978,538047.5269200307,15.75576429547079,178.8993013,9.541075536044168,0,207,13,0,194,65,65,104,1713,13838.937152040406,230028.0,352511.0,-122483.0,4.5,6.9,-2.4,0.721,105.1,2.5,193657.0,3.8,92394.0,1.8,83.5,80.6,86.4,2042703.0,1573606.0,239377.0,78644.0,8334.0,92378.0,39815.0,2657.0,54.0,7838.0,1229899.0,1009849.0,12852.0,6723.0,16956.0,183519.0,113.27,0.42,4.11,112.9,108.08,2.55,1.08,106.9,124.72,1.39,-0.19,122.9,105.11,5.11,5.11,103.4,113.92,2.01,13.69,113.3,120.71,3.83,-3.74,118.6,115.36,0.11,2.39,115.4,98.2,-1.6,9.4,98.4,29390.0,31.0,280.0,29375.0,2.1,-0.2,-0.3,2.2,45452.0,21.0,150.0,45453.0,16062.0,-9.0,-130.0,16078.0,64.7,0.1,0.4,64.6,63.3,0.1,0.6,63.2,-0.0609756097560975,4.406719247264253
2023-11-01,주말,경부선,26280,1387832,1776440,405666.12991716736,29403.274360031806,519086.9480694271,15.360401544149862,165.55238130779668,9.181769530991724,0,196,0,0,196,60,60,96,1580,13492.10204901567,230028.0,352511.0,-122483.0,4.5,6.9,-2.4,0.721,105.1,2.5,193657.0,3.8,92394.0,1.8,83.5,80.6,86.4,2061646.0,1562719.0,258694.0,78119.0,8735.0,105385.0,35781.0,2877.0,63.0,9273.0,1114990.0,933033.0,11108.0,6858.0,16768.0,147223.0,112.68,-0.59,3.61,112.9,107.09,-0.99,-0.09,107.2,120.76,-3.96,-4.42,120.8,105.11,0.0,5.11,105.1,114.07,0.15,13.39,114.0,118.26,-2.45,-1.91,119.2,115.48,0.12,2.59,115.4,97.2,-1.0,10.8,98.4,29375.0,-15.0,288.0,29267.0,2.3,0.2,0.0,2.6,45476.0,24.0,158.0,45478.0,16101.0,39.0,-130.0,16210.0,64.6,-0.1,0.4,64.4,63.1,-0.2,0.4,62.7,0.15,4.0943445622221
2023-12-01,주말,경부선,32850,1733984,2030693,506435.5856521464,36883.95922457821,591764.8464197988,17.56352274926488,205.99942199041288,10.511291161614894,0,239,0,0,239,75,75,120,1975,15420.675371635196,230028.0,352511.0,-122483.0,4.5,6.9,-2.4,0.721,105.1,2.5,193657.0,3.8,92394.0,1.8,83.5,80.6,86.4,2415767.0,1830043.0,313388.0,85313.0,9581.0,129187.0,36433.0,3927.0,37.0,7858.0,1036625.0,865774.0,8642.0,5272.0,21362.0,135575.0,112.73,0.05,3.47,112.9,106.47,-0.62,0.24,106.9,116.85,-3.91,-3.97,117.3,105.11,0.0,5.11,105.5,114.07,0.0,13.05,114.3,118.72,0.46,-4.15,118.7,115.5,0.02,2.44,115.8,99.7,2.5,9.7,99.5,29037.0,-338.0,363.0,29076.0,3.3,1.0,0.3,3.1,45505.0,29.0,173.0,45498.0,16468.0,367.0,-190.0,16423.0,63.8,-0.8,0.5,63.9,61.7,-1.4,0.4,61.9,0.1647058823529411,4.442651256490317
2024-01-01,주말,경부선,26280,1385414,1512083,406493.4871343729,29521.67683265592,443227.2906268679,13.098805300448245,165.22933105713807,7.856453867812348,0,185,0,0,185,60,60,96,1580,11485.455489869712,238300.0,358400.0,-120000.0,4.7,7.0,-2.4,0.75,105.0,,222412.0,4.4,91151.0,1.8,,,,2770866.0,2124318.0,342786.0,88687.0,12704.0,151784.0,39664.0,3086.0,70.0,7767.0,880881.0,696840.0,10204.0,4507.0,18077.0,151253.0,113.17,0.44,3.1,113.2,107.05,0.58,0.85,107.5,114.32,-2.53,-4.71,115.9,106.14,1.03,6.14,105.8,114.78,0.71,13.17,114.5,119.16,0.44,-4.07,119.0,116.36,0.86,3.03,116.4,101.6,1.9,11.0,101.1,28815.0,-222.0,428.0,28936.0,3.7,0.4,0.1,3.4,45514.0,9.0,162.0,45515.0,16699.0,231.0,-266.0,16578.0,63.3,-0.5,0.7,63.6,61.0,-0.7,0.7,61.4,0.2439024390243902,3.713572066704308
2024-02-01,주말,경부선,26352,1389358,1566682,410021.66101299966,29920.498610751325,461722.6044760748,13.533424147376252,164.45376287137245,8.226019562742149,0,177,39,0,138,60,60,96,1584,11870.27309,,,,,,,,,,,,,,,,,2512109.0,1904439.0,308710.0,84892.0,12264.0,150173.0,42567.0,2330.0,16.0,6718.0,1030244.0,773941.0,9140.0,3935.0,70773.0,172455.0,113.78,0.61,3.45,113.6,109.02,1.97,3.95,108.3,116.53,2.21,-1.1,116.2,106.14,0.0,6.14,106.1,114.78,0.0,11.82,114.8,119.11,-0.05,-1.0,117.7,117.28,0.92,3.36,116.9,101.9,0.3,11.9,101.4,28957.0,142.0,353.0,29020.0,3.2,-0.5,0.1,3.3,45525.0,11.0,170.0,45523.0,16568.0,-131.0,-183.0,16503.0,63.6,0.3,0.5,63.7,61.6,0.6,0.5,61.7,0.3296703296703296,4.51085950651685
2024-03-01,주말,경부선,32850,1732000,2009616,500104.9752601413,36444.86076386942,580005.3283727788,17.40800364243966,205.8718944396992,10.31592565,0,232,0,0,232,75,75,120,1975,15265.822189060436,,,,,,,,,,,,,,,,,2141992.0,1604745.0,288168.0,70249.0,8317.0,127895.0,31937.0,2893.0,117.0,7671.0,1491748.0,1223899.0,11372.0,6317.0,52040.0,198120.0,113.95,0.17,3.43,113.9,108.85,-0.17,3.86,109.1,117.67,1.14,0.94,117.9,106.14,0.0,6.14,106.1,114.78,0.0,11.82,114.8,114.71,-4.4,-3.88,116.6,117.01,-0.27,2.84,117.2,100.7,-1.2,8.8,101.1,29288.0,331.0,225.0,29274.0,3.0,-0.2,0.1,3.1,45529.0,4.0,162.0,45531.0,16242.0,-326.0,-62.0,16257.0,64.3,0.7,0.2,64.3,62.4,0.8,0.2,62.3,0.6290322580645161,4.127134385045092
2024-04-01,주말,경부선,0,1385724,0,0.0,0.0,0.0,0.0,0.0,10.192442382062534,0,0,0,0,0,0,0,0,1580,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3369565217391304,4.5217885770490405
2024-05-01,주말,경부선,0,1389844,0,0.0,0.0,0.0,0.0,0.0,9.103269096178195,0,0,0,0,0,0,0,0,1580,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1521739130434782,3.828641396489095
